رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,نظام البناء,معامل البناء,استخدام الأرض,الارتفاع عن سطح البحر,خط الطول,خط العرض,تصنيف دقة الموقع,الملاحظات,مصدر البيانات,السنة_المصدر
27453566,سكني,قطعة أرض,8400000.0,688.3,12203,27/01/2025,الرياض,الرياض,حطين,3057,980 / 1 / 6 / 7,,,,,46.593266,24.773014,1,,وزارة العدل,2025
27453079,سكني,قطعة أرض,5375687.0,4041.87,1330,27/01/2025,الشرقية,الخبر,الشفاء,ش خ 771,تجاري / 7,,,,,,,-1,,وزارة العدل,2025
27452659,سكني,قطعة أرض,5000000.0,448.44,11149,27/01/2025,الرياض,الرياض,حطين,3057,980 / 1 / 6 / 6,,,,,46.593266,24.773014,1,,وزارة العدل,2025
27452541,سكني,قطعة أرض,375000.0,381.61,982,27/01/2025,مكة المكرمة,جده,الغدير,244 / ج / س,133 / 1 / 1هـ,,,,,39.007034,21.980589,1,,وزارة العدل,2025
27452525,سكني,شقة,485000.0,118.2,4103,27/01/2025,مكة المكرمة,جده,الصفاء,3 / 365 / ع,2 / 1,,,,,,,-1,,وزارة العدل,2025
27452441,سكني,قطعة أرض,5612360.0,4219.82,1330,27/01/2025,الشرقية,الخبر,الشفاء,ش خ 771,تجاري / 4,,,,,,,-1,,وزارة العدل,2025
933913544780000020250126,سكني,أرض فضاء,540000.0,450.001,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2513,,,,0.0,46.819151,24.542648,0,,السجل العقاري,2025
914442492610000020250126,سكني,أرض فضاء,570264.0,475.224,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1079,,,,0.0,46.813147,24.548156,0,,السجل العقاري,2025
903788144720000020250126,سكني,أرض فضاء,420000.0,350.001,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2508,,,,0.0,46.818732,24.542896,0,,السجل العقاري,2025
862299700350000020250126,سكني,أرض فضاء,450000.0,374.998,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1715,,,,0.0,46.810429,24.545659,0,,السجل العقاري,2025
845414746790000220250126,سكني,مبنى سكني,2380000.0,333.12,7145,26/01/2025,الرياض,الرياض,المهدية,2566/أ,3354,,,سكنى / سكني / مباني سكنية,816.5,46.495715,24.642664,0,,السجل العقاري,2025
843540563250000020250126,سكني,أرض فضاء,513000.0,427.5,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1071,,,,0.0,46.811746,24.548271,0,,السجل العقاري,2025
770620858270000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2337,,,,0.0,46.82118,24.543903,0,,السجل العقاري,2025
639720293870000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2511,,,,0.0,46.819079,24.542776,0,,السجل العقاري,2025
602568093840000020250126,سكني,أرض فضاء,540000.0,450.001,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2514,,,,0.0,46.818933,24.542544,0,,السجل العقاري,2025
600371282750000020250126,سكني,أرض فضاء,513000.0,427.503,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1073,,,,0.0,46.811615,24.548208,0,,السجل العقاري,2025
573950323750000420250126,سكني,اخرى,2300000.0,156.69,14679,26/01/2025,الرياض,الرياض,النرجس,2737,1989,س 111,1.2,سكنى / سكني / مباني سكنية,650.2,46.684771,24.830523,0,,السجل العقاري,2025
555706004930000220250126,تجاري,اخرى,981750.0,139.3,7048,26/01/2025,الرياض,الرياض,النرجس,3849,1+35,,,,0.0,46.638395,24.901815,0,,السجل العقاري,2025
549553230190000020250126,سكني,أرض فضاء,420000.0,349.999,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2335,,,,0.0,46.821302,24.543962,0,,السجل العقاري,2025
535246906520000020250126,سكني,أرض فضاء,360000.0,299.998,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2330,,,,0.0,46.821644,24.54387,0,,السجل العقاري,2025
532757068950000020250126,سكني,أرض فضاء,420000.0,349.997,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2509,,,,0.0,46.819015,24.542888,0,,السجل العقاري,2025
506327089780000020250126,سكني,أرض فضاء,413100.0,344.246,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2942,,,,0.0,46.808111,24.540795,0,,السجل العقاري,2025
503385932390000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2507,,,,0.0,46.81895,24.543,0,,السجل العقاري,2025
475256734900000120250126,سكني,مبنى سكني,1100000.0,235.82,4665,26/01/2025,الرياض,الرياض,القادسية,1358/ب,269 / 4,,,,,46.839865,24.820503,0,,السجل العقاري,2025
454111351660000020250126,سكني,أرض فضاء,420000.0,349.997,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2334,,,,0.0,46.821416,24.543761,0,,السجل العقاري,2025
453611968820000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2336,,,,0.0,46.821294,24.543703,0,,السجل العقاري,2025
452212220830000020250126,سكني,أرض فضاء,570264.0,475.223,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1080,,,,0.0,46.81306,24.548308,0,,السجل العقاري,2025
450416748810000220250126,سكني,أرض فضاء,1000000.0,231.75,4315,26/01/2025,الرياض,الرياض,القادسية,1358/ب,259 / 22,,,,,46.840626,24.820726,0,,السجل العقاري,2025
443172139190002320250126,سكني,مبنى سكني,1275000.0,183.76,6938,26/01/2025,الرياض,الرياض,النرجس,3205,45,س 221,1.2,سكنى / سكني / عمارة سكنية,675.4,46.647241,24.871729,0,,السجل العقاري,2025
416989338250000020250126,سكني,أرض فضاء,513000.0,427.503,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1069,,,,0.0,46.811878,24.548334,0,,السجل العقاري,2025
388222074420000220250126,سكني,مبنى سكني,740000.0,170.16,4349,26/01/2025,الرياض,الرياض,القادسية,1358/ب,218 / 2,,,,,46.842462,24.820464,0,,السجل العقاري,2025
382993641480001920250126,سكني,اخرى,2199000.0,234.56,9375,26/01/2025,الرياض,الرياض,النرجس,3811,224+225+226+227+228+229+230+231+232+233+234+235+236+237,,,,,46.656035,24.84946,0,,السجل العقاري,2025
375321267580000020250126,تجاري,أرض فضاء,7087500.0,5250.0,1350,26/01/2025,الرياض,الرياض,طيبة,2705/10,151,مستودعات,حسب ما ورد باللائحة الوزارية لخاصة باشتراطات المستودعات,تجارى / تجاري / مستودع,561.0,46.847011,24.555527,0,,السجل العقاري,2025
361573202410000020250126,سكني,أرض فضاء,2980000.0,250.0,11920,26/01/2025,الرياض,الرياض,النرجس,3236/3,254 / 1,,,,0.0,46.624362,24.905297,0,,السجل العقاري,2025
355317964940000020250126,سكني,أرض فضاء,390000.0,325.003,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2332,,,,0.0,46.821534,24.543817,0,,السجل العقاري,2025
313964895770000020250126,سكني,أرض فضاء,513000.0,427.5,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1075,,,,0.0,46.811484,24.548146,0,,السجل العقاري,2025
298034989130000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2338,,,,0.0,46.821171,24.543644,0,,السجل العقاري,2025
269722069210000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2339,,,,0.0,46.821057,24.543845,0,,السجل العقاري,2025
256501983090000020250126,سكني,مبنى سكني,4500000.0,307.54,14632,26/01/2025,الرياض,الرياض,النرجس,2737,6215 / 7 / 3,,,,0.0,46.664723,24.839423,0,,السجل العقاري,2025
239746110550000020250126,سكني,أرض فضاء,390000.0,325.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2333,,,,0.0,46.821421,24.544017,0,,السجل العقاري,2025
232526343620000020250126,سكني,أرض فضاء,450000.0,375.0,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2944,,,,0.0,46.808046,24.540911,0,,السجل العقاري,2025
213800414310000020250126,سكني,أرض فضاء,420000.0,350.0,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2510,,,,0.0,46.818796,24.542784,0,,السجل العقاري,2025
165354400870000020250126,سكني,اخرى,1750000.0,312.5,5600,26/01/2025,الرياض,الرياض,المهدية,2566/أ,6888 / 2,,,سكنى / سكني / مباني سكنية,832.0,46.4846,24.634217,0,,السجل العقاري,2025
157078247840000020250126,سكني,أرض فضاء,450000.0,375.0,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1725,,,,0.0,46.809772,24.545346,0,,السجل العقاري,2025
155182714990000220250126,سكني,أرض فضاء,1040000.0,79.48,13085,26/01/2025,الرياض,الرياض,النرجس,2737,7404 / 1,س 111,1.2,سكنى / سكني / مباني سكنية,667.8,46.65591,24.873614,0,,السجل العقاري,2025
124546896910000020250126,سكني,أرض فضاء,420000.0,350.002,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2512,,,,0.0,46.81886,24.542672,0,,السجل العقاري,2025
108441160460000020250126,سكني,أرض فضاء,360000.0,300.001,1200,26/01/2025,الرياض,الرياض,طيبة,3533,2331,,,,0.0,46.82153,24.54407,0,,السجل العقاري,2025
102699245650000020250126,سكني,أرض فضاء,570264.0,475.219,1200,26/01/2025,الرياض,الرياض,طيبة,3533,1081,,,,0.0,46.812973,24.548461,0,,السجل العقاري,2025
27431088,سكني,قطعة أرض,50000.0,600.0,83,26/01/2025,الرياض,الدوادمي,طيبة,988,4600,,,,,,,-1,,وزارة العدل,2025
27431015,سكني,قطعة أرض,80000.0,400.0,200,26/01/2025,الشرقية,حفر الباطن,السليمانية,9 / 133,128,,,,,,,-1,,وزارة العدل,2025
27430837,تجاري,قطعة أرض,4521210.0,3014.14,1500,26/01/2025,الرياض,الرياض,الشفاء,3027 / أ,111,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,667.3,46.682188,24.516068,0,,وزارة العدل,2025
27430799,سكني,قطعة أرض,60000.0,400.0,150,26/01/2025,القصيم,رياض الخبراء,طيبة,305 / ق,1544,,,,,,,-1,,وزارة العدل,2025
27430798,سكني,قطعة أرض,60000.0,400.0,150,26/01/2025,القصيم,رياض الخبراء,طيبة,305 / ق,1544,,,,,,,-1,,وزارة العدل,2025
27430739,أخرى,أخرى,0.0,900.0,0,26/01/2025,الرياض,الرياض,المهدية,2566,312,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,775.3,46.517509,24.659249,0,,وزارة العدل,2025
27430726,سكني,قطعة أرض,2100000.0,400.0,5250,26/01/2025,مكة المكرمة,جده,الصفاء,المنح رقم 8,25,,,,,,,-1,,وزارة العدل,2025
27430701,سكني,قطعة أرض,100000.0,750.0,133,26/01/2025,الشرقية,حفر الباطن,الشفاء,73/ ح,819,,,,,,,-1,,وزارة العدل,2025
27430468,سكني,قطعة أرض,1300000.0,350.0,3714,26/01/2025,الرياض,الرياض,عكاظ,3027 / 2,110 / 1 / 1,,,,,46.686246,24.501279,1,,وزارة العدل,2025
27430332,سكني,قطعة أرض,50000.0,600.0,83,26/01/2025,الرياض,الدوادمي,طيبة,988,753,,,,,,,-1,,وزارة العدل,2025
27429997,تجاري,قطعة أرض,40000.0,637.28,62,26/01/2025,الجوف,دومة الجندل,الغدير,18 / 4 / 2 / 1423,1885,,,,,,,-1,,وزارة العدل,2025
27428821,سكني,قطعة أرض,3600000.0,330.0,10909,26/01/2025,الرياض,الرياض,السليمانية,1056,640 / 2,,,,,46.686005,24.715526,1,,وزارة العدل,2025
27428435,تجاري,قطعة أرض,2600000.0,20795.5,125,26/01/2025,مكة المكرمة,الطائف,طيبة,673,174,,,,,,,-1,,وزارة العدل,2025
27428202,سكني,شقة,750000.0,162.35,4619,26/01/2025,تبوك,تبوك,الصفاء,570/ 38/ ت,1/أ,,,,,,,-1,,وزارة العدل,2025
27427725,أخرى,أخرى,0.0,2491.0,0,26/01/2025,الرياض,الرياض,السليمانية,689,3 / 1,,,,,46.714231,24.703508,4,,وزارة العدل,2025
27427446,سكني,قطعة أرض,210000.0,510.0,411,26/01/2025,جيزان,بيش,الصفاء,92 / معدل / س,263,,,,,,,-1,,وزارة العدل,2025
27427138,تجاري,قطعة أرض,490000.0,238.0,2058,26/01/2025,الشرقية,الدمام,القادسية,8 / 92,179 / هـ,,,,,,,-1,,وزارة العدل,2025
27426928,سكني,قطعة أرض,150000.0,750.0,200,26/01/2025,الشرقية,حفر الباطن,الصفاء,ش-ر-89 / ح / 1421,503,,,,,,,-1,,وزارة العدل,2025
27426112,سكني,قطعة أرض,90000.0,400.0,225,26/01/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,113,,,,,,,-1,,وزارة العدل,2025
27424686,أخرى,أخرى,9576.0,1197.0,8,26/01/2025,الرياض,الدوادمي,الشفاء,بدون,بدون,,,,,,,-1,,وزارة العدل,2025
27424092,سكني,قطعة أرض,1000.0,440.0,2,26/01/2025,نجران,شروره,الملك عبدالله,2 / ش / 1404هـ,29,,,,,,,-1,,وزارة العدل,2025
980786087550000020250126,سكني,اخرى,3250000.0,500.0,6500,26/01/2025,الرياض,الرياض,المهدية,2566,7933,,,سكنى / سكني / مباني سكنية,787.6,46.499486,24.657926,0,,السجل العقاري,2025
27439054,سكني,قطعة أرض,40000.0,500.0,80,26/01/2025,الشرقية,حفر الباطن,الشفاء,18 / 22,206,,,,,,,-1,,وزارة العدل,2025
27438476,تجاري,قطعة أرض,3146500.0,899.0,3500,26/01/2025,الرياض,الرياض,القادسية,3074,116,,,,,46.853339,24.889649,1,,وزارة العدل,2025
27438426,سكني,قطعة أرض,1234314.0,421.84,2926,26/01/2025,الرياض,الرياض,المهدية,2566/ ب,2306,,,سكنى / سكني / مباني سكنية,748.6,46.541041,24.659914,0,,وزارة العدل,2025
27438409,سكني,قطعة أرض,2025000.0,337.5,6000,26/01/2025,الرياض,الرياض,المهدية,2566 / ب,4146 / 2,,,,,46.544098,24.670556,1,,وزارة العدل,2025
27438187,سكني,قطعة أرض,2025000.0,337.5,6000,26/01/2025,الرياض,الرياض,المهدية,2566 / ب,4148 / 1,,,,,46.543926,24.670514,1,,وزارة العدل,2025
27438110,سكني,قطعة أرض,2900000.0,651.0,4454,26/01/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,1651,,,سكنى,24.4,39.197471,21.589859,0,,وزارة العدل,2025
27438020,سكني,قطعة أرض,1000000.0,375.0,2666,26/01/2025,الشرقية,الدمام,طيبة,248 / 1,44 / 2,,,,,50.060932,26.367181,5,,وزارة العدل,2025
27437971,سكني,قطعة أرض,2025000.0,337.5,6000,26/01/2025,الرياض,الرياض,المهدية,2566 / ب,4146 / 1,,,,,46.544098,24.670556,1,,وزارة العدل,2025
27437864,سكني,قطعة أرض,3000000.0,600.0,5000,26/01/2025,مكة المكرمة,جده,الصفاء,3 / 541 / ع,109,,,,,,,-1,,وزارة العدل,2025
27437806,سكني,قطعة أرض,2025000.0,337.5,6000,26/01/2025,الرياض,الرياض,المهدية,2566 / ب,4144 / 1,,,,,46.54427,24.670598,1,,وزارة العدل,2025
27437582,سكني,قطعة أرض,20000.0,637.0,31,26/01/2025,الجوف,دومة الجندل,الغدير,18 / 4 / 2 / 1423,2023,,,,,,,-1,,وزارة العدل,2025
27437437,تجاري,قطعة أرض,15175125.0,1076.25,14100,26/01/2025,الرياض,الرياض,النرجس,2737,2577,م 111,1.2,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,654.3,46.679611,24.835303,0,,وزارة العدل,2025
27437081,سكني,قطعة أرض,468750.0,312.5,1500,26/01/2025,الرياض,الرياض,طيبة,3390,587 / 1,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,571.9,46.799578,24.553584,0,,وزارة العدل,2025
27436680,تجاري,قطعة أرض,6125000.0,875.75,6994,26/01/2025,الرياض,الرياض,المهدية,2566/ ب,180,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,731.6,46.553405,24.668334,0,,وزارة العدل,2025
27436564,سكني,وحدة عقارية,55000.0,179.1,307,26/01/2025,الرياض,الرياض,الشفاء,3272,1 / أ,,,,,46.714856,24.578778,4,,وزارة العدل,2025
27436417,سكني,قطعة أرض,432800.0,250.0,1731,26/01/2025,الرياض,الرياض,القادسية,3253,375/2,,,,,46.807721,24.825814,1,,وزارة العدل,2025
27436386,سكني,قطعة أرض,1155000.0,216.0,5347,26/01/2025,الرياض,الرياض,السليمانية,689,372/1/1,,,,,46.706436,24.702713,1,,وزارة العدل,2025
27436089,سكني,شقة,570000.0,174.74,3261,26/01/2025,تبوك,تبوك,الصفاء,570/ 38/ ت,1/أ,,,,,,,-1,,وزارة العدل,2025
27435884,سكني,فيلا,1600000.0,467.57,3421,26/01/2025,مكة المكرمة,جده,طيبة,197 / ب,2780,,,,,,,-1,,وزارة العدل,2025
27435758,سكني,قطعة أرض,580000.0,669.0,866,26/01/2025,حايل,حائل,الشفاء,799,2474,,,,,,,-1,,وزارة العدل,2025
27435682,سكني,قطعة أرض,683100.0,759.0,900,26/01/2025,مكة المكرمة,مكة المكرمة,طيبة,ك ك 1 / 32 / 50,768,,,سكنى /  شقة سكنية /  قطع سكنية,0.0,39.744371,21.556743,0,,وزارة العدل,2025
27435439,سكني,شقة,680652.0,123.2,5524,26/01/2025,الرياض,الرياض,الصفاء,3203 / 1,2 / أ,,,,,46.780678,24.667097,4,,وزارة العدل,2025
27434910,سكني,قطعة أرض,2100000.0,487.5,4307,26/01/2025,الرياض,الرياض,المهدية,2566/ ب,4946/أ,,,سكنى / سكني / مباني سكنية,768.9,46.524328,24.646102,0,,وزارة العدل,2025
27434909,سكني,قطعة أرض,105000.0,400.0,262,26/01/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,192,,,,,,,-1,,وزارة العدل,2025
27434564,سكني,قطعة أرض,460000.0,450.0,1022,26/01/2025,مكة المكرمة,جده,الغدير,244 / ج / س,755 / 2 / 1ب,,,,,,,-1,,وزارة العدل,2025
27434456,سكني,وحدة سكنية,430000.0,209.4,2053,26/01/2025,الشرقية,الدمام,طيبة,248/ 1,1,,,,,50.068623,26.368829,5,,وزارة العدل,2025
27433940,سكني,قطعة أرض,410000.0,434.0,944,26/01/2025,مكة المكرمة,جده,الغدير,244 / ج / س,433 / 2 / 1 / و,,,,,39.037612,21.935579,1,,وزارة العدل,2025
27433462,سكني,قطعة أرض,100000.0,400.0,250,26/01/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,408,,,,,,,-1,,وزارة العدل,2025
27433132,تجاري,قطعة أرض,1268005.0,525.0,2415,26/01/2025,الرياض,الرياض,الشفاء,2032,215,,,,,,,-1,,وزارة العدل,2025
27432549,سكني,شقة,844118.0,148.6,5680,26/01/2025,الرياض,الرياض,الصفاء,3203 / 1,2 / 2,,,,,46.787422,24.674939,4,,وزارة العدل,2025
542253221980000020250125,سكني,أرض فضاء,3000000.0,375.0,8000,25/01/2025,الرياض,الرياض,النرجس,2737,3798 / 1,س 111,1.2,سكنى / سكني / مباني سكنية,662.7,46.671616,24.85361,0,,السجل العقاري,2025
27422803,سكني,قطعة أرض,2000.0,675.0,2,25/01/2025,الرياض,الرين,القادسية,15,137,,,,,,,-1,,وزارة العدل,2025
27419930,تجاري,قطعة أرض,47047000.0,4004.0,11750,25/01/2025,الرياض,الرياض,النرجس,3236 / 5,23,م 111,1.2,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,683.1,46.633434,24.894903,0,,وزارة العدل,2025
27419922,سكني,قطعة أرض,2000000.0,504.0,3968,25/01/2025,مكة المكرمة,جده,الصفاء,3 / 365 / ع,178 / ب,,,,,,,-1,,وزارة العدل,2025
27418080,سكني,قطعة أرض,100000.0,600.0,166,25/01/2025,الرياض,الدوادمي,طيبة,988,3615,,,,,,,-1,,وزارة العدل,2025
27416301,سكني,شقة,450000.0,87.6,5136,24/01/2025,الرياض,الرياض,عكاظ,3463,1 / ح1,,,,,46.638641,24.510846,4,,وزارة العدل,2025
27414046,سكني,قطعة أرض,70000.0,600.0,116,24/01/2025,الرياض,الدوادمي,طيبة,988,3673,,,,,,,-1,,وزارة العدل,2025
27413615,سكني,قطعة أرض,900000.0,900.0,1000,24/01/2025,مكة المكرمة,جده,الغدير,244 / ج / س,258  /  1  /  ج,,,سكنى,10.8,39.066141,21.931855,0,,وزارة العدل,2025
27412107,سكني,قطعة أرض,120000.0,400.0,300,24/01/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,439,,,,,,,-1,,وزارة العدل,2025
27412104,سكني,قطعة أرض,150000.0,300.0,500,24/01/2025,الرياض,الدوادمي,حطين,691,417  /  2,,,,,,,-1,,وزارة العدل,2025
27412102,سكني,قطعة أرض,150000.0,300.0,500,24/01/2025,الرياض,الدوادمي,حطين,691,417  /  1,,,,,,,-1,,وزارة العدل,2025
27412099,سكني,قطعة أرض,115000.0,400.0,287,24/01/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,435,,,,,,,-1,,وزارة العدل,2025
27412085,سكني,قطعة أرض,150000.0,300.0,500,24/01/2025,الرياض,الدوادمي,طيبة,988,996  /  1,,,,,,,-1,,وزارة العدل,2025
27412084,سكني,قطعة أرض,150000.0,300.0,500,24/01/2025,الرياض,الدوادمي,طيبة,988,2497  /  2,,,,,,,-1,,وزارة العدل,2025
27412082,سكني,قطعة أرض,150000.0,300.0,500,24/01/2025,الرياض,الدوادمي,طيبة,988,2497  /  1,,,,,,,-1,,وزارة العدل,2025
27411788,سكني,قطعة أرض,5000.0,210.0,23,24/01/2025,الرياض,عفيف,السليمانية,817,398  /  1,,,,,,,-1,,وزارة العدل,2025
27410286,سكني,قطعة أرض,50000.0,600.0,83,24/01/2025,الرياض,الدوادمي,طيبة,988,1003,,,,,,,-1,,وزارة العدل,2025
27409946,أخرى,أخرى,1000.0,300.0,3,24/01/2025,الرياض,الدوادمي,طيبة,988,1255  /  2,,,,,,,-1,,وزارة العدل,2025
27390291,سكني,قطعة أرض,6500000.0,905.5,7178,23/01/2025,مكة المكرمة,جده,الصفاء,82/ ب,47,,,,,,,-1,,وزارة العدل,2025
27390375,سكني,قطعة أرض,50000.0,400.0,125,23/01/2025,الشرقية,حفر الباطن,الشفاء,18 / 22,105,,,,,,,-1,,وزارة العدل,2025
27390515,سكني,قطعة أرض,100000.0,460.0,217,23/01/2025,الشرقية,حفر الباطن,السليمانية,9 / 92,416,,,,,,,-1,,وزارة العدل,2025
27391640,أخرى,أخرى,1000.0,300.0,3,23/01/2025,الرياض,الدوادمي,طيبة,988,946 / 2,,,,,,,-1,,وزارة العدل,2025
27391728,سكني,قطعة أرض,1652144.0,1032.59,1600,23/01/2025,الرياض,الرياض,عكاظ,3027 / 2,1015,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,694.9,46.667701,24.500588,0,,وزارة العدل,2025
27392746,سكني,قطعة أرض,650000.0,750.0,866,23/01/2025,تبوك,ضباء,القادسية,97 / ت / ض,399,,,,,,,-1,,وزارة العدل,2025
27392993,سكني,قطعة أرض,95000.0,750.0,126,23/01/2025,تبوك,ضباء,القادسية,97 / ت / ض,201,,,,,,,-1,,وزارة العدل,2025
27393128,سكني,قطعة أرض,1088945.0,1675.3,650,23/01/2025,القصيم,بريده,الغدير,ق / ب / 1491,58,,,,,,,-1,,وزارة العدل,2025
27393550,سكني,قطعة أرض,579540.0,289.77,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,133,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,711.9,46.647695,24.508548,0,,وزارة العدل,2025
27393847,سكني,قطعة أرض,520000.0,260.0,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,134,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,711.7,46.647481,24.508247,0,,وزارة العدل,2025
27394681,سكني,قطعة أرض,520000.0,260.0,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,135,س 111,1.2,سكنى,712.2,46.647411,24.508148,0,,وزارة العدل,2025
27395029,سكني,قطعة أرض,3000000.0,450.0,6666,23/01/2025,الرياض,الرياض,النرجس,2737,4257 / 2,س 111,1.2,سكنى / سكني / مباني سكنية,658.7,46.668093,24.860903,0,,وزارة العدل,2025
27395031,سكني,قطعة أرض,520000.0,260.0,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,136,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,712.1,46.647481,24.508247,0,,وزارة العدل,2025
27395243,تجاري,قطعة أرض,2600000.0,20000.0,130,23/01/2025,مكة المكرمة,الطائف,طيبة,673,101,,,,,,,-1,,وزارة العدل,2025
27395294,سكني,قطعة أرض,965000.0,863.5,1117,23/01/2025,مكة المكرمة,جده,الغدير,244 / ج / س,1494 / 1 / هـ,,,سكنى,7.9,39.037909,21.918399,0,,وزارة العدل,2025
27395714,سكني,قطعة أرض,520000.0,260.0,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,137,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,712.0,46.647411,24.508148,0,,وزارة العدل,2025
27395929,سكني,قطعة أرض,512120.0,256.06,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,138,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,712.2,46.647344,24.508049,0,,وزارة العدل,2025
27396170,سكني,قطعة أرض,3600000.0,745.5,4828,23/01/2025,مكة المكرمة,جده,الصفاء,المنح / 11,647,,,,,,,-1,,وزارة العدل,2025
27396181,سكني,قطعة أرض,800000.0,837.0,955,23/01/2025,مكة المكرمة,جده,الغدير,244/ ج/ س,640/1/و,,,سكنى,6.7,39.059653,21.928199,0,,وزارة العدل,2025
27396236,سكني,قطعة أرض,3500000.0,731.25,4786,23/01/2025,الرياض,الرياض,المهدية,2566,7153,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,806.2,46.50035,24.649256,0,,وزارة العدل,2025
27396244,سكني,قطعة أرض,547880.0,273.94,2000,23/01/2025,الرياض,الرياض,عكاظ,3463,139,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,712.6,46.647504,24.507949,0,,وزارة العدل,2025
27387815,سكني,قطعة أرض,150000.0,600.0,250,23/01/2025,الرياض,الدوادمي,طيبة,988,39,,,,,,,-1,,وزارة العدل,2025
27358668,أخرى,شقة,547050.0,135.53,4036,23/01/2025,مكة المكرمة,جده,الصفاء,9 / ج / س / المعدل,1 / أ,,,,,,,-1,,وزارة العدل,2025
27358155,أخرى,شقة,547111.0,135.56,4035,23/01/2025,مكة المكرمة,جده,الصفاء,9 / ج / س / المعدل,1 / 1,,,,,,,-1,,وزارة العدل,2025
27354701,أخرى,أخرى,0.0,625.0,0,23/01/2025,الجوف,سكاكا,الشفاء,1 / 1 / 2 / 1384,216,,,,,,,-1,,وزارة العدل,2025
116504758990000020250123,سكني,اخرى,2890000.0,250.0,11560,23/01/2025,الرياض,الرياض,النرجس,3961,64 / 3,,,,0.0,46.642291,24.879203,0,,السجل العقاري,2025
162778205300001020250123,سكني,مبنى سكني,1490000.0,128.75,11573,23/01/2025,الرياض,الرياض,النرجس,2737,3848 / 20,,,,,46.664873,24.85409,0,,السجل العقاري,2025
332717445350001320250123,سكني,أرض فضاء,1189000.0,110.57,10753,23/01/2025,الرياض,الرياض,النرجس,3236/5,5,س 221,1.2,سكنى / سكني / مباني سكنية متعددة الوحدات,685.7,46.633274,24.900774,0,,السجل العقاري,2025
